Images read by center camera,Images read by Left camera,Images read by Right Camera,Steering ,Throttle,Brake,speed
Center_2021_08_22_22_37_20_907.jpg,Left_2021_08_22_22_37_20_907.jpg,Right_2021_08_22_22_37_20_907.jpg,0,1,0,30.19029
Center_2021_08_22_22_37_21_017.jpg,Left_2021_08_22_22_37_21_017.jpg,Right_2021_08_22_22_37_21_017.jpg,0,1,0,30.19027
Center_2021_08_22_22_37_21_133.jpg,Left_2021_08_22_22_37_21_133.jpg,Right_2021_08_22_22_37_21_133.jpg,0,1,0,30.19029
Center_2021_08_22_22_37_21_255.jpg,Left_2021_08_22_22_37_21_255.jpg,Right_2021_08_22_22_37_21_255.jpg,-0.1,1,0,30.18767
Center_2021_08_22_22_37_21_374.jpg,Left_2021_08_22_22_37_21_374.jpg,Right_2021_08_22_22_37_21_374.jpg,0,1,0,30.18927
Center_2021_08_22_22_37_21_504.jpg,Left_2021_08_22_22_37_21_504.jpg,Right_2021_08_22_22_37_21_504.jpg,0,1,0,30.19029
Center_2021_08_22_22_37_21_614.jpg,Left_2021_08_22_22_37_21_614.jpg,Right_2021_08_22_22_37_21_614.jpg,0,1,0,30.19028
Center_2021_08_22_22_37_21_731.jpg,Left_2021_08_22_22_37_21_731.jpg,Right_2021_08_22_22_37_21_731.jpg,0,1,0,30.19031
Center_2021_08_22_22_37_21_857.jpg,Left_2021_08_22_22_37_21_857.jpg,Right_2021_08_22_22_37_21_857.jpg,0,1,0,30.19031
Center_2021_08_22_22_37_21_969.jpg,Left_2021_08_22_22_37_21_969.jpg,Right_2021_08_22_22_37_21_969.jpg,0,1,0,30.19032
Center_2021_08_22_22_37_22_084.jpg,Left_2021_08_22_22_37_22_084.jpg,Right_2021_08_22_22_37_22_084.jpg,-0.3,1,0,30.16926
Center_2021_08_22_22_37_22_202.jpg,Left_2021_08_22_22_37_22_202.jpg,Right_2021_08_22_22_37_22_202.jpg,0,1,0,30.18649
Center_2021_08_22_22_37_22_322.jpg,Left_2021_08_22_22_37_22_322.jpg,Right_2021_08_22_22_37_22_322.jpg,0,1,0,30.18999
Center_2021_08_22_22_37_22_439.jpg,Left_2021_08_22_22_37_22_439.jpg,Right_2021_08_22_22_37_22_439.jpg,0,1,0,30.19026
Center_2021_08_22_22_37_22_556.jpg,Left_2021_08_22_22_37_22_556.jpg,Right_2021_08_22_22_37_22_556.jpg,0,1,0,30.1903
Center_2021_08_22_22_37_22_671.jpg,Left_2021_08_22_22_37_22_671.jpg,Right_2021_08_22_22_37_22_671.jpg,0,1,0,30.19029
Center_2021_08_22_22_37_22_782.jpg,Left_2021_08_22_22_37_22_782.jpg,Right_2021_08_22_22_37_22_782.jpg,0,1,0,30.19029
Center_2021_08_22_22_37_22_895.jpg,Left_2021_08_22_22_37_22_895.jpg,Right_2021_08_22_22_37_22_895.jpg,0,1,0,30.19029
Center_2021_08_22_22_37_23_008.jpg,Left_2021_08_22_22_37_23_008.jpg,Right_2021_08_22_22_37_23_008.jpg,0,1,0,30.19029
Center_2021_08_22_22_37_23_120.jpg,Left_2021_08_22_22_37_23_120.jpg,Right_2021_08_22_22_37_23_120.jpg,0,1,0,30.19027
Center_2021_08_22_22_37_23_232.jpg,Left_2021_08_22_22_37_23_232.jpg,Right_2021_08_22_22_37_23_232.jpg,0,1,0,30.19033
Center_2021_08_22_22_37_23_348.jpg,Left_2021_08_22_22_37_23_348.jpg,Right_2021_08_22_22_37_23_348.jpg,0,1,0,30.19031
Center_2021_08_22_22_37_23_466.jpg,Left_2021_08_22_22_37_23_466.jpg,Right_2021_08_22_22_37_23_466.jpg,0,1,0,30.19031
Center_2021_08_22_22_37_23_573.jpg,Left_2021_08_22_22_37_23_573.jpg,Right_2021_08_22_22_37_23_573.jpg,0,1,0,30.1904
Center_2021_08_22_22_37_23_688.jpg,Left_2021_08_22_22_37_23_688.jpg,Right_2021_08_22_22_37_23_688.jpg,0,1,0,30.19032
Center_2021_08_22_22_37_23_802.jpg,Left_2021_08_22_22_37_23_802.jpg,Right_2021_08_22_22_37_23_802.jpg,0,1,0,30.19027
Center_2021_08_22_22_37_23_927.jpg,Left_2021_08_22_22_37_23_927.jpg,Right_2021_08_22_22_37_23_927.jpg,0,1,0,30.19028
Center_2021_08_22_22_37_24_035.jpg,Left_2021_08_22_22_37_24_035.jpg,Right_2021_08_22_22_37_24_035.jpg,0,1,0,30.1903
Center_2021_08_22_22_37_24_144.jpg,Left_2021_08_22_22_37_24_144.jpg,Right_2021_08_22_22_37_24_144.jpg,0,1,0,30.1903
Center_2021_08_22_22_37_24_260.jpg,Left_2021_08_22_22_37_24_260.jpg,Right_2021_08_22_22_37_24_260.jpg,0,1,0,30.19028
Center_2021_08_22_22_37_24_375.jpg,Left_2021_08_22_22_37_24_375.jpg,Right_2021_08_22_22_37_24_375.jpg,0,1,0,30.19029
Center_2021_08_22_22_37_24_486.jpg,Left_2021_08_22_22_37_24_486.jpg,Right_2021_08_22_22_37_24_486.jpg,0,1,0,30.19031
Center_2021_08_22_22_37_24_604.jpg,Left_2021_08_22_22_37_24_604.jpg,Right_2021_08_22_22_37_24_604.jpg,0,1,0,30.19027
Center_2021_08_22_22_37_24_713.jpg,Left_2021_08_22_22_37_24_713.jpg,Right_2021_08_22_22_37_24_713.jpg,0,1,0,30.19028
Center_2021_08_22_22_37_24_827.jpg,Left_2021_08_22_22_37_24_827.jpg,Right_2021_08_22_22_37_24_827.jpg,0,1,0,30.19032
Center_2021_08_22_22_37_24_940.jpg,Left_2021_08_22_22_37_24_940.jpg,Right_2021_08_22_22_37_24_940.jpg,0,1,0,30.19036
Center_2021_08_22_22_37_25_055.jpg,Left_2021_08_22_22_37_25_055.jpg,Right_2021_08_22_22_37_25_055.jpg,0,1,0,30.19028
Center_2021_08_22_22_37_25_164.jpg,Left_2021_08_22_22_37_25_164.jpg,Right_2021_08_22_22_37_25_164.jpg,0,1,0,30.19025
Center_2021_08_22_22_37_25_278.jpg,Left_2021_08_22_22_37_25_278.jpg,Right_2021_08_22_22_37_25_278.jpg,0,1,0,30.19033
Center_2021_08_22_22_37_25_389.jpg,Left_2021_08_22_22_37_25_389.jpg,Right_2021_08_22_22_37_25_389.jpg,0,1,0,30.19029
Center_2021_08_22_22_37_25_503.jpg,Left_2021_08_22_22_37_25_503.jpg,Right_2021_08_22_22_37_25_503.jpg,0,1,0,30.1903
Center_2021_08_22_22_37_25_614.jpg,Left_2021_08_22_22_37_25_614.jpg,Right_2021_08_22_22_37_25_614.jpg,0,0.8333623,0,30.15262
Center_2021_08_22_22_37_25_725.jpg,Left_2021_08_22_22_37_25_725.jpg,Right_2021_08_22_22_37_25_725.jpg,0,0.5004328,0,30.06918
Center_2021_08_22_22_37_25_842.jpg,Left_2021_08_22_22_37_25_842.jpg,Right_2021_08_22_22_37_25_842.jpg,0,0.1481863,0,29.94288
Center_2021_08_22_22_37_25_952.jpg,Left_2021_08_22_22_37_25_952.jpg,Right_2021_08_22_22_37_25_952.jpg,-0.25,0,0,29.63378
Center_2021_08_22_22_37_26_067.jpg,Left_2021_08_22_22_37_26_067.jpg,Right_2021_08_22_22_37_26_067.jpg,0,0,0,29.18932
Center_2021_08_22_22_37_26_180.jpg,Left_2021_08_22_22_37_26_180.jpg,Right_2021_08_22_22_37_26_180.jpg,0,0,0,28.83419
Center_2021_08_22_22_37_26_289.jpg,Left_2021_08_22_22_37_26_289.jpg,Right_2021_08_22_22_37_26_289.jpg,0,0,0,28.54425
Center_2021_08_22_22_37_26_403.jpg,Left_2021_08_22_22_37_26_403.jpg,Right_2021_08_22_22_37_26_403.jpg,0,0,0,28.20059
Center_2021_08_22_22_37_26_514.jpg,Left_2021_08_22_22_37_26_514.jpg,Right_2021_08_22_22_37_26_514.jpg,0,0,0,27.91744
Center_2021_08_22_22_37_26_620.jpg,Left_2021_08_22_22_37_26_620.jpg,Right_2021_08_22_22_37_26_620.jpg,0,0,0,27.5814
Center_2021_08_22_22_37_26_728.jpg,Left_2021_08_22_22_37_26_728.jpg,Right_2021_08_22_22_37_26_728.jpg,0,0,0,27.30445
Center_2021_08_22_22_37_26_838.jpg,Left_2021_08_22_22_37_26_838.jpg,Right_2021_08_22_22_37_26_838.jpg,-0.25,0,0,26.99744
Center_2021_08_22_22_37_26_947.jpg,Left_2021_08_22_22_37_26_947.jpg,Right_2021_08_22_22_37_26_947.jpg,0,0,0,26.58846
Center_2021_08_22_22_37_27_054.jpg,Left_2021_08_22_22_37_27_054.jpg,Right_2021_08_22_22_37_27_054.jpg,0,0,0,26.31788
Center_2021_08_22_22_37_27_156.jpg,Left_2021_08_22_22_37_27_156.jpg,Right_2021_08_22_22_37_27_156.jpg,0,0,0,26.05297
Center_2021_08_22_22_37_27_262.jpg,Left_2021_08_22_22_37_27_262.jpg,Right_2021_08_22_22_37_27_262.jpg,0,0,0,25.73928
Center_2021_08_22_22_37_27_370.jpg,Left_2021_08_22_22_37_27_370.jpg,Right_2021_08_22_22_37_27_370.jpg,0,0,0,25.48084
Center_2021_08_22_22_37_27_474.jpg,Left_2021_08_22_22_37_27_474.jpg,Right_2021_08_22_22_37_27_474.jpg,0,0,0,25.22499
Center_2021_08_22_22_37_27_576.jpg,Left_2021_08_22_22_37_27_576.jpg,Right_2021_08_22_22_37_27_576.jpg,0,0,0,24.97172
Center_2021_08_22_22_37_27_684.jpg,Left_2021_08_22_22_37_27_684.jpg,Right_2021_08_22_22_37_27_684.jpg,0,0,0,24.67115
Center_2021_08_22_22_37_27_790.jpg,Left_2021_08_22_22_37_27_790.jpg,Right_2021_08_22_22_37_27_790.jpg,0,0.1568253,0,24.5071
Center_2021_08_22_22_37_27_896.jpg,Left_2021_08_22_22_37_27_896.jpg,Right_2021_08_22_22_37_27_896.jpg,0,0.4792485,0,24.6983
Center_2021_08_22_22_37_28_003.jpg,Left_2021_08_22_22_37_28_003.jpg,Right_2021_08_22_22_37_28_003.jpg,0,0.7962825,0,25.38645
Center_2021_08_22_22_37_28_109.jpg,Left_2021_08_22_22_37_28_109.jpg,Right_2021_08_22_22_37_28_109.jpg,0,1,0,26.28213
Center_2021_08_22_22_37_28_216.jpg,Left_2021_08_22_22_37_28_216.jpg,Right_2021_08_22_22_37_28_216.jpg,0,1,0,27.2289
Center_2021_08_22_22_37_28_320.jpg,Left_2021_08_22_22_37_28_320.jpg,Right_2021_08_22_22_37_28_320.jpg,0,1,0,28.34898
Center_2021_08_22_22_37_28_427.jpg,Left_2021_08_22_22_37_28_427.jpg,Right_2021_08_22_22_37_28_427.jpg,0,1,0,29.27216
Center_2021_08_22_22_37_28_533.jpg,Left_2021_08_22_22_37_28_533.jpg,Right_2021_08_22_22_37_28_533.jpg,-0.1,1,0,30.17963
Center_2021_08_22_22_37_28_641.jpg,Left_2021_08_22_22_37_28_641.jpg,Right_2021_08_22_22_37_28_641.jpg,-0.4,1,0,30.15748
Center_2021_08_22_22_37_28_746.jpg,Left_2021_08_22_22_37_28_746.jpg,Right_2021_08_22_22_37_28_746.jpg,0,1,0,30.18912
Center_2021_08_22_22_37_28_857.jpg,Left_2021_08_22_22_37_28_857.jpg,Right_2021_08_22_22_37_28_857.jpg,0,1,0,30.19017
Center_2021_08_22_22_37_28_957.jpg,Left_2021_08_22_22_37_28_957.jpg,Right_2021_08_22_22_37_28_957.jpg,0,1,0,30.19033
Center_2021_08_22_22_37_29_060.jpg,Left_2021_08_22_22_37_29_060.jpg,Right_2021_08_22_22_37_29_060.jpg,0,1,0,30.1903
Center_2021_08_22_22_37_29_163.jpg,Left_2021_08_22_22_37_29_163.jpg,Right_2021_08_22_22_37_29_163.jpg,0,1,0,30.19023
Center_2021_08_22_22_37_29_267.jpg,Left_2021_08_22_22_37_29_267.jpg,Right_2021_08_22_22_37_29_267.jpg,0,1,0,30.19028
Center_2021_08_22_22_37_29_365.jpg,Left_2021_08_22_22_37_29_365.jpg,Right_2021_08_22_22_37_29_365.jpg,0,1,0,30.19045
Center_2021_08_22_22_37_29_468.jpg,Left_2021_08_22_22_37_29_468.jpg,Right_2021_08_22_22_37_29_468.jpg,0,1,0,30.19031
Center_2021_08_22_22_37_29_570.jpg,Left_2021_08_22_22_37_29_570.jpg,Right_2021_08_22_22_37_29_570.jpg,0,1,0,30.19027
Center_2021_08_22_22_37_29_673.jpg,Left_2021_08_22_22_37_29_673.jpg,Right_2021_08_22_22_37_29_673.jpg,0,1,0,30.1903
Center_2021_08_22_22_37_29_775.jpg,Left_2021_08_22_22_37_29_775.jpg,Right_2021_08_22_22_37_29_775.jpg,0,1,0,30.19031
Center_2021_08_22_22_37_29_881.jpg,Left_2021_08_22_22_37_29_881.jpg,Right_2021_08_22_22_37_29_881.jpg,0,1,0,30.19031
Center_2021_08_22_22_37_29_981.jpg,Left_2021_08_22_22_37_29_981.jpg,Right_2021_08_22_22_37_29_981.jpg,0,1,0,30.19036
Center_2021_08_22_22_37_30_083.jpg,Left_2021_08_22_22_37_30_083.jpg,Right_2021_08_22_22_37_30_083.jpg,0,1,0,30.19032
Center_2021_08_22_22_37_30_188.jpg,Left_2021_08_22_22_37_30_188.jpg,Right_2021_08_22_22_37_30_188.jpg,0,1,0,30.19028
Center_2021_08_22_22_37_30_290.jpg,Left_2021_08_22_22_37_30_290.jpg,Right_2021_08_22_22_37_30_290.jpg,0,1,0,30.19028
Center_2021_08_22_22_37_30_395.jpg,Left_2021_08_22_22_37_30_395.jpg,Right_2021_08_22_22_37_30_395.jpg,0,1,0,30.19017
Center_2021_08_22_22_37_30_497.jpg,Left_2021_08_22_22_37_30_497.jpg,Right_2021_08_22_22_37_30_497.jpg,0,1,0,30.1903
Center_2021_08_22_22_37_30_604.jpg,Left_2021_08_22_22_37_30_604.jpg,Right_2021_08_22_22_37_30_604.jpg,0,1,0,30.19027
Center_2021_08_22_22_37_30_708.jpg,Left_2021_08_22_22_37_30_708.jpg,Right_2021_08_22_22_37_30_708.jpg,0,1,0,30.19028
Center_2021_08_22_22_37_30_813.jpg,Left_2021_08_22_22_37_30_813.jpg,Right_2021_08_22_22_37_30_813.jpg,0,0.8374837,0,30.13758
Center_2021_08_22_22_37_30_914.jpg,Left_2021_08_22_22_37_30_914.jpg,Right_2021_08_22_22_37_30_914.jpg,0,0.5338582,0,30.06036
Center_2021_08_22_22_37_31_017.jpg,Left_2021_08_22_22_37_31_017.jpg,Right_2021_08_22_22_37_31_017.jpg,0,0.2243512,0,29.98231
Center_2021_08_22_22_37_31_122.jpg,Left_2021_08_22_22_37_31_122.jpg,Right_2021_08_22_22_37_31_122.jpg,0,0,0,29.71897
Center_2021_08_22_22_37_31_225.jpg,Left_2021_08_22_22_37_31_225.jpg,Right_2021_08_22_22_37_31_225.jpg,-0.15,0,0,29.41103
Center_2021_08_22_22_37_31_327.jpg,Left_2021_08_22_22_37_31_327.jpg,Right_2021_08_22_22_37_31_327.jpg,-0.4,0,0,29.01466
Center_2021_08_22_22_37_31_430.jpg,Left_2021_08_22_22_37_31_430.jpg,Right_2021_08_22_22_37_31_430.jpg,0,0,0,28.71014
Center_2021_08_22_22_37_31_533.jpg,Left_2021_08_22_22_37_31_533.jpg,Right_2021_08_22_22_37_31_533.jpg,0,0,0,28.42006
Center_2021_08_22_22_37_31_636.jpg,Left_2021_08_22_22_37_31_636.jpg,Right_2021_08_22_22_37_31_636.jpg,0,0,0,28.13438
Center_2021_08_22_22_37_31_739.jpg,Left_2021_08_22_22_37_31_739.jpg,Right_2021_08_22_22_37_31_739.jpg,-0.3,0,0,27.74738
Center_2021_08_22_22_37_31_841.jpg,Left_2021_08_22_22_37_31_841.jpg,Right_2021_08_22_22_37_31_841.jpg,-0.5500001,0,0,27.29547
Center_2021_08_22_22_37_31_946.jpg,Left_2021_08_22_22_37_31_946.jpg,Right_2021_08_22_22_37_31_946.jpg,0,0,0,26.99018
Center_2021_08_22_22_37_32_048.jpg,Left_2021_08_22_22_37_32_048.jpg,Right_2021_08_22_22_37_32_048.jpg,0,0,0,26.71453
Center_2021_08_22_22_37_32_147.jpg,Left_2021_08_22_22_37_32_147.jpg,Right_2021_08_22_22_37_32_147.jpg,0,0.1470966,0,26.52487
Center_2021_08_22_22_37_32_248.jpg,Left_2021_08_22_22_37_32_248.jpg,Right_2021_08_22_22_37_32_248.jpg,0,0.450738,0,26.65851
Center_2021_08_22_22_37_32_349.jpg,Left_2021_08_22_22_37_32_349.jpg,Right_2021_08_22_22_37_32_349.jpg,0,0.7503372,0,27.14168
Center_2021_08_22_22_37_32_446.jpg,Left_2021_08_22_22_37_32_446.jpg,Right_2021_08_22_22_37_32_446.jpg,0,1,0,27.98042
Center_2021_08_22_22_37_32_545.jpg,Left_2021_08_22_22_37_32_545.jpg,Right_2021_08_22_22_37_32_545.jpg,0,1,0,28.90998
Center_2021_08_22_22_37_32_646.jpg,Left_2021_08_22_22_37_32_646.jpg,Right_2021_08_22_22_37_32_646.jpg,0,1,0,29.82778
Center_2021_08_22_22_37_32_743.jpg,Left_2021_08_22_22_37_32_743.jpg,Right_2021_08_22_22_37_32_743.jpg,0,1,0,30.18986
Center_2021_08_22_22_37_32_841.jpg,Left_2021_08_22_22_37_32_841.jpg,Right_2021_08_22_22_37_32_841.jpg,0,1,0,30.19037
Center_2021_08_22_22_37_32_935.jpg,Left_2021_08_22_22_37_32_935.jpg,Right_2021_08_22_22_37_32_935.jpg,0,1,0,30.18989
Center_2021_08_22_22_37_33_037.jpg,Left_2021_08_22_22_37_33_037.jpg,Right_2021_08_22_22_37_33_037.jpg,0,1,0,30.19049
Center_2021_08_22_22_37_33_133.jpg,Left_2021_08_22_22_37_33_133.jpg,Right_2021_08_22_22_37_33_133.jpg,0,1,0,30.19034
Center_2021_08_22_22_37_33_231.jpg,Left_2021_08_22_22_37_33_231.jpg,Right_2021_08_22_22_37_33_231.jpg,0,1,0,30.19038
Center_2021_08_22_22_37_33_330.jpg,Left_2021_08_22_22_37_33_330.jpg,Right_2021_08_22_22_37_33_330.jpg,0,1,0,30.1903
Center_2021_08_22_22_37_33_429.jpg,Left_2021_08_22_22_37_33_429.jpg,Right_2021_08_22_22_37_33_429.jpg,0,1,0,30.19038
Center_2021_08_22_22_37_33_523.jpg,Left_2021_08_22_22_37_33_523.jpg,Right_2021_08_22_22_37_33_523.jpg,-0.15,1,0,30.18417
Center_2021_08_22_22_37_33_620.jpg,Left_2021_08_22_22_37_33_620.jpg,Right_2021_08_22_22_37_33_620.jpg,-0.4,1,0,30.15749
Center_2021_08_22_22_37_33_717.jpg,Left_2021_08_22_22_37_33_717.jpg,Right_2021_08_22_22_37_33_717.jpg,-0.6000001,1,0,30.13171
Center_2021_08_22_22_37_33_815.jpg,Left_2021_08_22_22_37_33_815.jpg,Right_2021_08_22_22_37_33_815.jpg,0,1,0,30.18786
Center_2021_08_22_22_37_33_917.jpg,Left_2021_08_22_22_37_33_917.jpg,Right_2021_08_22_22_37_33_917.jpg,0,1,0,30.18958
Center_2021_08_22_22_37_34_012.jpg,Left_2021_08_22_22_37_34_012.jpg,Right_2021_08_22_22_37_34_012.jpg,0,1,0,30.18994
Center_2021_08_22_22_37_34_098.jpg,Left_2021_08_22_22_37_34_098.jpg,Right_2021_08_22_22_37_34_098.jpg,0,1,0,30.19024
Center_2021_08_22_22_37_34_186.jpg,Left_2021_08_22_22_37_34_186.jpg,Right_2021_08_22_22_37_34_186.jpg,0,1,0,30.19007
Center_2021_08_22_22_37_34_283.jpg,Left_2021_08_22_22_37_34_283.jpg,Right_2021_08_22_22_37_34_283.jpg,0,1,0,30.19004
Center_2021_08_22_22_37_34_373.jpg,Left_2021_08_22_22_37_34_373.jpg,Right_2021_08_22_22_37_34_373.jpg,0,1,0,30.19003
Center_2021_08_22_22_37_34_466.jpg,Left_2021_08_22_22_37_34_466.jpg,Right_2021_08_22_22_37_34_466.jpg,0,1,0,30.19005
Center_2021_08_22_22_37_34_556.jpg,Left_2021_08_22_22_37_34_556.jpg,Right_2021_08_22_22_37_34_556.jpg,0,1,0,30.19005
Center_2021_08_22_22_37_34_648.jpg,Left_2021_08_22_22_37_34_648.jpg,Right_2021_08_22_22_37_34_648.jpg,0,1,0,30.19005
Center_2021_08_22_22_37_34_742.jpg,Left_2021_08_22_22_37_34_742.jpg,Right_2021_08_22_22_37_34_742.jpg,0,1,0,30.18929
Center_2021_08_22_22_37_34_835.jpg,Left_2021_08_22_22_37_34_835.jpg,Right_2021_08_22_22_37_34_835.jpg,0,1,0,30.19041
Center_2021_08_22_22_37_34_925.jpg,Left_2021_08_22_22_37_34_925.jpg,Right_2021_08_22_22_37_34_925.jpg,0,1,0,30.19025
Center_2021_08_22_22_37_35_017.jpg,Left_2021_08_22_22_37_35_017.jpg,Right_2021_08_22_22_37_35_017.jpg,0,1,0,30.19078
Center_2021_08_22_22_37_35_107.jpg,Left_2021_08_22_22_37_35_107.jpg,Right_2021_08_22_22_37_35_107.jpg,0,1,0,30.1904
Center_2021_08_22_22_37_35_200.jpg,Left_2021_08_22_22_37_35_200.jpg,Right_2021_08_22_22_37_35_200.jpg,0,1,0,30.19036
Center_2021_08_22_22_37_35_292.jpg,Left_2021_08_22_22_37_35_292.jpg,Right_2021_08_22_22_37_35_292.jpg,0,1,0,30.19037
Center_2021_08_22_22_37_35_381.jpg,Left_2021_08_22_22_37_35_381.jpg,Right_2021_08_22_22_37_35_381.jpg,0,1,0,30.19043
Center_2021_08_22_22_37_35_472.jpg,Left_2021_08_22_22_37_35_472.jpg,Right_2021_08_22_22_37_35_472.jpg,0,1,0,30.19042
Center_2021_08_22_22_37_35_562.jpg,Left_2021_08_22_22_37_35_562.jpg,Right_2021_08_22_22_37_35_562.jpg,0,1,0,30.19043
Center_2021_08_22_22_37_35_656.jpg,Left_2021_08_22_22_37_35_656.jpg,Right_2021_08_22_22_37_35_656.jpg,0,1,0,30.19042
Center_2021_08_22_22_37_35_741.jpg,Left_2021_08_22_22_37_35_741.jpg,Right_2021_08_22_22_37_35_741.jpg,0,1,0,30.19079
Center_2021_08_22_22_37_35_831.jpg,Left_2021_08_22_22_37_35_831.jpg,Right_2021_08_22_22_37_35_831.jpg,-0.1,1,0,30.18781
Center_2021_08_22_22_37_35_920.jpg,Left_2021_08_22_22_37_35_920.jpg,Right_2021_08_22_22_37_35_920.jpg,-0.35,1,0,30.16366
Center_2021_08_22_22_37_36_007.jpg,Left_2021_08_22_22_37_36_007.jpg,Right_2021_08_22_22_37_36_007.jpg,-0.5500001,1,0,30.13853
Center_2021_08_22_22_37_36_094.jpg,Left_2021_08_22_22_37_36_094.jpg,Right_2021_08_22_22_37_36_094.jpg,0,1,0,30.18669
Center_2021_08_22_22_37_36_183.jpg,Left_2021_08_22_22_37_36_183.jpg,Right_2021_08_22_22_37_36_183.jpg,0,0.866845,0,30.15975
Center_2021_08_22_22_37_36_268.jpg,Left_2021_08_22_22_37_36_268.jpg,Right_2021_08_22_22_37_36_268.jpg,0,0.6078856,0,30.07827
Center_2021_08_22_22_37_36_353.jpg,Left_2021_08_22_22_37_36_353.jpg,Right_2021_08_22_22_37_36_353.jpg,0,0.354763,0,30.01343
Center_2021_08_22_22_37_36_438.jpg,Left_2021_08_22_22_37_36_438.jpg,Right_2021_08_22_22_37_36_438.jpg,0,0.1008613,0,29.92912
Center_2021_08_22_22_37_36_526.jpg,Left_2021_08_22_22_37_36_526.jpg,Right_2021_08_22_22_37_36_526.jpg,0,0,0,29.65124
Center_2021_08_22_22_37_36_612.jpg,Left_2021_08_22_22_37_36_612.jpg,Right_2021_08_22_22_37_36_612.jpg,0,0,0,29.41257
Center_2021_08_22_22_37_36_695.jpg,Left_2021_08_22_22_37_36_695.jpg,Right_2021_08_22_22_37_36_695.jpg,0,0,0,29.17607
Center_2021_08_22_22_37_36_778.jpg,Left_2021_08_22_22_37_36_778.jpg,Right_2021_08_22_22_37_36_778.jpg,-0.2,0,0,28.92226
Center_2021_08_22_22_37_36_866.jpg,Left_2021_08_22_22_37_36_866.jpg,Right_2021_08_22_22_37_36_866.jpg,-0.45,0,0,28.50474
Center_2021_08_22_22_37_36_948.jpg,Left_2021_08_22_22_37_36_948.jpg,Right_2021_08_22_22_37_36_948.jpg,-0.6500001,0,0,28.07555
Center_2021_08_22_22_37_37_034.jpg,Left_2021_08_22_22_37_37_034.jpg,Right_2021_08_22_22_37_37_034.jpg,0,0,0,27.80654
Center_2021_08_22_22_37_37_114.jpg,Left_2021_08_22_22_37_37_114.jpg,Right_2021_08_22_22_37_37_114.jpg,0,0,0,27.57343
Center_2021_08_22_22_37_37_194.jpg,Left_2021_08_22_22_37_37_194.jpg,Right_2021_08_22_22_37_37_194.jpg,0,0,0,27.34974
Center_2021_08_22_22_37_37_277.jpg,Left_2021_08_22_22_37_37_277.jpg,Right_2021_08_22_22_37_37_277.jpg,0,0,0,27.12945
Center_2021_08_22_22_37_37_356.jpg,Left_2021_08_22_22_37_37_356.jpg,Right_2021_08_22_22_37_37_356.jpg,0,0,0,26.91131
Center_2021_08_22_22_37_37_440.jpg,Left_2021_08_22_22_37_37_440.jpg,Right_2021_08_22_22_37_37_440.jpg,0,0,0,26.64108
Center_2021_08_22_22_37_37_519.jpg,Left_2021_08_22_22_37_37_519.jpg,Right_2021_08_22_22_37_37_519.jpg,0,0,0,26.42685
Center_2021_08_22_22_37_37_598.jpg,Left_2021_08_22_22_37_37_598.jpg,Right_2021_08_22_22_37_37_598.jpg,-0.1,0,0,26.21138
Center_2021_08_22_22_37_37_678.jpg,Left_2021_08_22_22_37_37_678.jpg,Right_2021_08_22_22_37_37_678.jpg,-0.25,0,0,26.02402
Center_2021_08_22_22_37_37_757.jpg,Left_2021_08_22_22_37_37_757.jpg,Right_2021_08_22_22_37_37_757.jpg,-0.45,0,0,25.70986
Center_2021_08_22_22_37_37_836.jpg,Left_2021_08_22_22_37_37_836.jpg,Right_2021_08_22_22_37_37_836.jpg,-0.6500001,0,0,25.31858
Center_2021_08_22_22_37_37_920.jpg,Left_2021_08_22_22_37_37_920.jpg,Right_2021_08_22_22_37_37_920.jpg,0,0,0,24.82483
Center_2021_08_22_22_37_37_998.jpg,Left_2021_08_22_22_37_37_998.jpg,Right_2021_08_22_22_37_37_998.jpg,0,0,0,24.58411
Center_2021_08_22_22_37_38_073.jpg,Left_2021_08_22_22_37_38_073.jpg,Right_2021_08_22_22_37_38_073.jpg,0,0,0,24.43179
Center_2021_08_22_22_37_38_150.jpg,Left_2021_08_22_22_37_38_150.jpg,Right_2021_08_22_22_37_38_150.jpg,0,0,0,24.23195
Center_2021_08_22_22_37_38_237.jpg,Left_2021_08_22_22_37_38_237.jpg,Right_2021_08_22_22_37_38_237.jpg,0,0,0,24.03629
Center_2021_08_22_22_37_38_311.jpg,Left_2021_08_22_22_37_38_311.jpg,Right_2021_08_22_22_37_38_311.jpg,0,0,0,23.84283
Center_2021_08_22_22_37_38_395.jpg,Left_2021_08_22_22_37_38_395.jpg,Right_2021_08_22_22_37_38_395.jpg,0,0,0,23.65108
Center_2021_08_22_22_37_38_477.jpg,Left_2021_08_22_22_37_38_477.jpg,Right_2021_08_22_22_37_38_477.jpg,0,0,0,23.4609
Center_2021_08_22_22_37_38_556.jpg,Left_2021_08_22_22_37_38_556.jpg,Right_2021_08_22_22_37_38_556.jpg,0,0,0,23.27227
Center_2021_08_22_22_37_38_635.jpg,Left_2021_08_22_22_37_38_635.jpg,Right_2021_08_22_22_37_38_635.jpg,0,0,0,23.08515
Center_2021_08_22_22_37_38_707.jpg,Left_2021_08_22_22_37_38_707.jpg,Right_2021_08_22_22_37_38_707.jpg,0,0,0,22.89954
Center_2021_08_22_22_37_38_802.jpg,Left_2021_08_22_22_37_38_802.jpg,Right_2021_08_22_22_37_38_802.jpg,-0.1,0,0,22.66662
